comman,text,label
اختطاف 14 من قوات الأمن الإيرانية، وجماعة سنية تعلن مسؤوليتها,قامت جماعة سنية بخطف عدد من قوات الأمن الإيرانية,1
مقتل أكثر من 500 مدني منذ بدء القصف الجوي على الغوطة,مقتل 500 مواطن جراء القصف الجوي على الغوطة,1
التلويح الأميركي يهوي بالليرة التركية لمستوى قياسي,الليرة التركية تتهاوى إثر التلويح الأميركي,1
إنتاج النفط الأميركي يسجل مستوى قياسيا مرتفعا جديدا,إنتاج قياسي للنفط الأميركي,1
عبد الله المطلق: ارتداء العباءات ليس اجبارياً على النساء في السعودية,عبد الله المطلق: نساء السعودية ملزمات بارتداء العباءات,0
الرئيس الفلسطيني يتلقى العلاج من التهاب رئوي,الرئيس الفلسطيني يخضع للعلاج من الالتهاب الرئوي,1
صعود عالمي للنفط جراء أزمتي فنزويلا وإيران,النفط لأدنى مستوياته جراء أزمتي فنزويلا وإيران,0
اتفاق إيران النووي: روحاني يرفض رفضا قاطعا أي تفاوض,روحاني يرفض أي تفاوض بشأن اتفاق إيران النووي,1
وثائق سرية يقدمها نتنياهو تبثت أن إيران قامت باخفاء برنامجها للتسلح النووي,نتنياهو: إيران قامت باعلامه ببرنامجها للتسلح النووي,0
السعودية: الهجوم على ناقلة النفط لن يؤثر على الإمدادات,إنتاج السعودية يتراجع بعد استهداف الناقلة,0
لافروف يصرح بأنه لا يوجد ما يمنع تسليم أنظمة إس 300 الصاروخية للأسد,لافروف يرفض تسليم أنظمة إس 300 الصاروخية للأسد,0
آلاف الأسر السورية تُبَلَّغُ بموت ذويها في المعتقلات,الافراج عن المعتقلين السوريين فى المعتقلات,0
الدولار يرتفع مدفوعا بمخاوف الحرب التجارية,الحرب التجارية ترفع قيمة الدولار,1
روسيا تعرض على المسلحين في الغوطة الشرقية خروجا آمنا,روسيا توفر خروجاً آمنا للمسلحين من الغوطة الشرقية,1
مخاوف فنزويلا واجتماع أوبك يرفعان من سعر النفط,مخاوف فنزويلا واجتماع أوبك يرفعان من سعر الذهب,0
أنباء عن مقتل ابن أبو بكر البغدادي في سوريا,الأسد: الوجود الروسي في سوريا شرعي والوجود الأمريكي والبريطاني غزو,other
مقترح أممي لنشر قوات عسكرية لحماية الفلسطينيين في الضفة المحتلة,رفض نشر قوات عسكرية في الضفة المحتلة,0
اجتماع طارئ لمجلس الأمن لبحث هجوم دوما وروسيا تنفي وجود أدلة,اجتماع عاجل لمجلس الأمن بعد هجوم دوما و إعلان روسيا عدم وجود أدلة,1
سوريا: تعرض سيدات للاستغلال الجنسي من أجل الحصول على مساعدات إنسانية,السيدات فى سوريا يحصلن على المساعدات دون المساس بحقوقهم الإنسانية,0
رئيس وزراء تونس يتهم نجل الرئيس السبسي بـتدمير الحزب الحاكم,رئيس الوزراء التونسي يتهم نجل الرئيس السبسي بتسببه فى انهيار الحزب الحاكم,1
المرأة السعودية خلف مقود السيارة لأول مرة في تاريخ المملكة الحديث,السماح للمرأة السعودية بقيادة السيارة لأول مرة في تاريخ المملكة الحديث,1
القضاء المغربي يصدر حكما بسجن الزفزافي 20 عاما,حكم من القضاء المغربى ببراءة الزفزافى,0
لقاء بين لافروف و دى مستورا لبحث تطورات الأوضاع السورية,تأجيل لقاء لافروف و دى مستورا,0
نساء سيناء متمسكات بحرفة التطريز البدوى رغم ظروف مواجهة الإرهاب,اختفاء حرفة التطريز البدوي فى سيناء,0
تحالفا يضم الصدر والعامري لتشكيل الحكومة العراقية ويرفضان المحاصصة,فشل التوصل لاتفاق بين الصدر والعامري لتشكيل الحكومة العراقية,0
7 ملفات وراء الخلافات بين أنقرة وواشنطن.. تعرف عليها,صلح بين بين أنقرة و واشنطن,0
حرب رسوم جمركية تهدد التجارة العالمية .. ماذا يحدث؟,الرسوم الجمركية تنذر بحروب تجارية,1
الطلب اليومي على النفط يقارب مائة مليون برميل,الطلب الشهري على النفط يصل لمائة مليون برميل,0
أوضحت بريطانيا ندمها للمعارض عبد الحكيم بلحاج عن ترحيل القذافي,أعلنت بريطانيا إصرارها على ترحيل القذافي,0
أعلن الحوثيون توقف العمليات العسكرية البحرية في اليمن مؤقتا,الحوثيون يعلنون استمرار العمليات العسكرية البحرية في اليمن,0
انهاء الحرب الأهلية في جنوب السودان عن طريق اتفاق سلام جديد,استمرار الحرب الأهلية في جنوب السودان,0
سوريا: الخوذ البيضاء ملائكة رحمة أم عملاء للخارج؟,هل الخوذ البيضاء فى سوريا ملائكة رحمة ام عملاء لجهات خارجية؟,1
مصر.. مزايدتان عالميتان لاستكشاف النفط والغاز,مزايدتان عالميتان للتنقيب عن غاز ونفط مصر,1
وكالة فيتش تحذر من سياسة أردوغان,فيتش:  الديون السيادية التركية آمنة رغم خطاب أردوغان,0
الذهب يرتفع بفعل قرار ترامب,الذهب يرتفع بدعم النزاع الأميركي الصيني,0
تعرف على مرشحا الانتخابات المصرية,الانتخابات المصرية بدون مرشحين,0
انخفاض عالمي جديد على أسعار النفط بسبب شبح حرب تجارية,ارتفاع عالمي على أسعار النفط رغم المخاوف من حرب تجارية,0
هجوم كيماوي في سوريا يودي بحياة العشرات,الحرب في اليمن: عشرات القتلى في هجوم كيماوي,0
رصد بكتيريا إيكولاي في فندق مصري توفي فيه سائحان بريطانيان,وفاة مصممة رقصات أكثر من 60 مسرحية في بريطانيا منها كاتس,other
طهران تتحدى واشنطن.. بإجراء ضد الدولار,هجوم إيراني ضد الدولار,1
