text,label
الحوثيون: من جبال صعدة إلى حكم صنعاء,neg				
ما غايات الأطراف المشاركة في معركة الجولان؟,pos				
شركتا اتصالات أميركيتان تندمجان ب١٤٦ مليار دولار,neg				
عهد ترامب.. أرقام اقتصادية إيجابية يفسدها الفقر,neg				
الأسعار تتجه للهبوط و الدولار يؤثر على سعر الذهب,neg				
استعراض مصري لآخر مشاريعها التنموية,neg				
إيرادات قناة السويس السنوية ترتفع ارتفاعاً قياسياً,neg				
تركيا تعلن استقرار الليرة,pos				
صرح الجيش الإيراني بأنه لن ينتظر الإذن من واشنطن لتطوير قدراته الدفاعية,neg				
عشرات الآلاف من مقاتلي تنظيم الدولة مازالوا منتشرين في سوريا والعراق,neg				
إعدام pos مدانا بالإرهاب فى العراق تنفيذا لأوامر العبادي,neg				
البشير ينفي وجود حلول اقتصادية جديدة,pos				
أردوغان: مقاتلون إسرائليون يغادرون مدينة منبج السورية,pos				
أدنوك و مؤسسة البترول الصينية توقعا اتفاقيتي امتياز,neg																
ملياردير أميركي مدمن على شراء أسهم أبل,neg				
تريليون دولاتر أس مال شركة,neg				
صرحت الرسامة الجزائرية بأن رسمها لا يجسد الخيال بل الحقيقة,neg				
تعرض تركيا للضغط من قبل رجال الأعمال بسبب إختفاء خاشفجي,pos				
كوريا الشمالية تدعم سوريا بمواد قد يتم استخدامها لإنتاج أسلحة كيماوية,neg																
إيران: وافق خامنئي على تشكيل محاكم خاصة للجرائم المالية لمواجهة الأزمة الاقتصادية,neg				
النفط يصعد بعد معلومات عن ارتفاع المخزون الاميركي,neg				
لمحة عنجيش خالد بن الوليد التابع للدولة الإسلامية في جنوب غربي سوريا,neg				
إنجاز تاريخي للإمارات في مجال الطاقة النووية,neg				
الصدر عقب لقاء العبادي: الحكومة العراقية الجديدة ستشمل الجميع,neg				
الحرب التجارية الوشيكة بين أميركا والصين قد تشمل المكسرات والفاكهة,neg				
المغرب.. توقعات بانخفاض عجز موازنة 2neg												
ترامب يتوعد روسيا بإجراءات ستكلفها 2negمليار دولار,pos								 				
مشروبات كحولية فاسدة تقتل العشرات في إيران,neg				
المركزي التركي يخالف التوقعات.. والليرة تدفع الثمن,neg				
تسليم ٢٥ مدرسة للقطاع الخاص في المملكة السعودية,neg				
مخازن الصناديق الانتخابية لجانب الرصافة من العاصمة العراقية تتعرض لحريق هائل,neg				
تكلفة الزحمة على مستوى العالم المتقدم في انفوجرافيك جديد,neg				
رئيس تركيا يرفض ضرب شمال العراق,pos				
تكليف عمر الرزاز برئاسة الحكومة الأردنية,neg				
الأمم المتحدة تطالب مصر بإلغاء أحكام الاعدام الصادرة في قضية فض رابعة,neg				
تساؤلات عن مستقبل سوريا الرئاسي,pos				
مطالبات من فريق عمل سلسلة حراس المجرة لديزني بإعادة المخرج السابق,neg				
توقف الهجمات التركية في عفرين,pos				
فريق عمل حراس المجرة يطالبون ديزني بإعادة مخرجهم,neg				
ماغوين تهاجم جيمي بينت و الذي يتهم الممثلة أرجنتو بالاعتداء الجنسي,pos				
شيدت السعودية دارا للأوبرا تكلفت 64 مليار دولار ضمن استثمارات ترفيهية,neg				
مصر.. تراجع ملحوظ في عجز ميزان المعاملات,neg				
بكين تعاقب واشنطن بـ5negمليار دولار,neg				
ترامب يدعم ملك السعودية,pos				
اختفاء جمال خاشقجي: مسؤولون أتراك يستعدون لتفتيش القنصلية السعودية,neg				
تاكيدات أميركية على توقف التهديدات بحرب تجارية مع الصين,neg				
فرض حظر التجول من جديد بعد مقتل متظاهر في احتجاجات البصرة,neg				
السودان يسجل أعلى معدل للتضخم في سنوات,neg				
ملك الأردن يجمد قرار الحكومة برفع أسعار المحروقات,neg				
مكاسب جديدة للنفط وسط مكاسب لأسواق الأسهم,pos				
السيسي يرفض مشروع قانون تشديد الرقابة على الإنترنت,pos				
اوبك ترفع توقعاتها بشأن نمو الطلب العالمي,pos				
مؤسسة عالمية تحذر من تبعات كارثية لهبوط الليرة التركية,neg				
أوبك قد تخفض الأنتاج أمام صعود أسعار النفط,pos				
هدوء الأوضاع بين غزة وإسرائيل,pos				
جائزة الدب الذهبي في مهرجان برلين السينمائي تذهب للفيلم الروماني  لا تلمسني ,neg				
الولايات المتحدة: الاتفاق النووي الإيراني بُني على أكاذيب,neg				
النفط يرتفع وسط عراقيل في إمدادات فنزويلا,neg				
مخرج فيلم قصة لعبة يغادر ديزني بعد اتهامه بسوء السلوك,neg				
النفط يهوي والسبب مخزونات الخام الاميركي,neg				
التحرش الجنسي بالسينما الهندية ترويه نجمات بوليوود,neg				
إلقاء القبض على شبان تشبهوا بالنساء في السعودية,neg				
أفعال ترامب وتصريحات أردوغان تؤديا لهبوط الليرة التركية,neg				
تخفيض تصنيف شركات مالية وبنوك أردوغان ينتقد,neg				
نمو الاقتصاد الإيراني قريبا,pos				
العجز والتضخم يهددان الدولار,neg				
تم تحصين كبار ضباط الجيش من قبل البرلمان المصري,neg				
اردوغان يصمت والليرة تواصل الصعود,pos				
السياحة الصينية في الإمارات تحقق نمواً ضئيلاً,pos				
ترامب يغرد بإنجازاته الاقتصادية.. قبل القمة التاريخية,neg				
إيران تعلن عن حكم بالسجن عامين على مواطنة خلعت حجابها على الملأ,neg				
إنفوغرافيك يبين ذهاب الليرة اللبنانية إلى المجهول,pos				
هل تستخدم روسيا الفيتو دائما لمنع قرارات مجلس الأمن ضد سوريا؟,neg				
سلع غذائية جديدة تحت الحظر سودانيا,pos				
إيران: وجودنا في سوريا يستهدف الإرهاب وليس إسرائيل,neg				
